"","dim","fid","BSqi.1","BSrr.1","CMA-CSA.1","fmincon.1","fminunc.1","HCMA.1","HMLSL.1","IPOP400D.1","MCS.1","MLSL.1","OQNLP.1","SMAC-BBOB.1"
"86",10,14,38.3760217983651,40.9373297002725,8.7016348773842,4.40599455040872,5.13623978201635,8.13351498637602,4.40599455040872,8.55313351498637,7.28882833787466,4.40599455040872,4.57901907356948,36690.3225806452
"87",10,15,36690.3225806452,36690.3225806452,1.13066599139023,36690.3225806452,36690.3225806452,1.008792661996,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"88",10,16,36690.3225806452,36690.3225806452,1.95685345662002,36690.3225806452,36690.3225806452,1.02846829201635,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"89",10,17,36690.3225806452,36690.3225806452,3.60950272982145,36690.3225806452,36690.3225806452,5.86879150066401,18.9933008705917,1.29511583296444,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"90",10,18,36690.3225806452,36690.3225806452,1.13173228346457,36690.3225806452,36690.3225806452,1.03937007874016,53.0042519685039,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"91",10,19,36690.3225806452,36690.3225806452,1.00102823111345,36690.3225806452,36690.3225806452,1.51361912674388,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"92",10,20,36690.3225806452,36690.3225806452,2.07411691296209,36690.3225806452,36690.3225806452,4.44874518696638,1.00380476965924,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"93",10,21,36690.3225806452,74.1017361846284,17.4791798997812,2.63222528054203,3.1488460724116,106.336756298963,2.45204319288588,2.95204319288588,14.8380266779589,1.26466229091679,1.48962523819606,36690.3225806452
"94",10,22,36690.3225806452,36690.3225806452,36690.3225806452,3.01925141892928,1.4578923147722,5.89684000613591,1.66887175947231,36690.3225806452,9.21038502837859,1.19174720049087,2.74879199263691,36690.3225806452
"95",10,23,36690.3225806452,36690.3225806452,29.3939634210804,36690.3225806452,36690.3225806452,1.00943923398728,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"96",10,24,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,1.00006782961905,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
